id,description,question,choices,answer
302fb4,"A single, immense chrome sphere reflecting a distorted, panoramic view of a city skyline at dawn",What time of day is suggested by the reflection?,"['dawn', 'midday', 'night', 'sunset']",dawn
02d892,a purple forest at dusk,What is the main setting of the image?,"['beach', 'desert', 'forest', 'mountain']",forest
02d892,a purple forest at dusk,Is there anything purple in the image?,"['no', 'yes']",yes
02d892,a purple forest at dusk,What time of day is suggested in the image?,"['dawn', 'dusk', 'midday', 'midnight']",dusk
02d892,a purple forest at dusk,What color is prominently featured in the image?,"['green', 'orange', 'purple', 'white']",purple
0dcd2e,gray wool coat with a faux fur collar,What color is the coat?,"['blue', 'brown', 'gray', 'red']",gray
0dcd2e,gray wool coat with a faux fur collar,What part of the coat has faux fur?,"['collar', 'hem', 'pockets', 'sleeves']",collar
0dcd2e,gray wool coat with a faux fur collar,Is the coat purple?,"['no', 'yes']",no
0dcd2e,gray wool coat with a faux fur collar,What material is the coat made of?,"['cotton', 'leather', 'silk', 'wool']",wool
1e9ac1,a lighthouse overlooking the ocean,Is there an ocean visible in the image?,"['no', 'yes']",yes
1e9ac1,a lighthouse overlooking the ocean,What is the spatial relationship between the lighthouse and the ocean?,"['inside', 'next to', 'overlooking', 'under']",overlooking
1e9ac1,a lighthouse overlooking the ocean,Is there a desert in the image?,"['no', 'yes']",no
1e9ac1,a lighthouse overlooking the ocean,Is the lighthouse located under the ocean?,"['no', 'yes']",no
2b25db,burgundy corduroy pants with patch pockets and silver buttons,Are the pants yellow?,"['no', 'yes']",no
2b25db,burgundy corduroy pants with patch pockets and silver buttons,Do the pants have patch pockets?,"['no', 'yes']",yes
2b25db,burgundy corduroy pants with patch pockets and silver buttons,Are the pants burgundy?,"['no', 'yes']",yes
2b25db,burgundy corduroy pants with patch pockets and silver buttons,What item of clothing is depicted?,"['dress', 'pants', 'shirt', 'skirt']",pants
4e6a54,orange corduroy overalls,What material is the item?,"['corduroy', 'denim', 'leather', 'silk']",corduroy
4e6a54,orange corduroy overalls,Is a hat depicted?,"['no', 'yes']",no
4e6a54,orange corduroy overalls,Is the item made of corduroy?,"['no', 'yes']",yes
4e6a54,orange corduroy overalls,What type of clothing is shown?,"['a dress', 'a skirt', 'a suit', 'overalls']",overalls
4f1b00,a purple silk scarf with tassel trim,Is there any purple item present in the image?,"['no', 'yes']",yes
4f1b00,a purple silk scarf with tassel trim,Is a scarf depicted?,"['no', 'yes']",yes
4f1b00,a purple silk scarf with tassel trim,What kind of trim does the scarf have?,"['beaded', 'fringe', 'lace', 'tassel']",tassel
4f1b00,a purple silk scarf with tassel trim,What color is the scarf?,"['green', 'orange', 'purple', 'white']",purple
61b500,a green lagoon under a cloudy sky,Is the lagoon depicted as green?,"['no', 'yes']",yes
61b500,a green lagoon under a cloudy sky,Is there a lagoon present in the image?,"['no', 'yes']",yes
61b500,a green lagoon under a cloudy sky,What is above the lagoon?,"['ceiling', 'roof', 'sky', 'trees']",sky
61b500,a green lagoon under a cloudy sky,What body of water is depicted in the image?,"['lagoon', 'mountain', 'ocean', 'river']",lagoon
65cc74,crimson rectangles forming a chaotic grid,Is the grid's arrangement chaotic?,"['no', 'yes']",yes
65cc74,crimson rectangles forming a chaotic grid,Are the shapes primarily ovals?,"['no', 'yes']",no
65cc74,crimson rectangles forming a chaotic grid,Is there a single large circle present?,"['no', 'yes']",no
65cc74,crimson rectangles forming a chaotic grid,Are the primary shapes rectangles?,"['no', 'yes']",yes
7c4414,purple pyramids spiraling around a bronze cone,Is the cone made of a bronze-like material?,"['no', 'yes']",yes
7c4414,purple pyramids spiraling around a bronze cone,Are the purple objects pyramid-shaped?,"['no', 'yes']",yes
7c4414,purple pyramids spiraling around a bronze cone,What object is at the center of the spiral?,"['cone', 'cube', 'pyramid', 'sphere']",cone
7c4414,purple pyramids spiraling around a bronze cone,What objects are spiraling around the cone?,"['cubes', 'cylinders', 'pyramids', 'spheres']",pyramids
996c3a,magenta trapezoids layered on a transluscent silver sheet,Is the color silver present in the image?,"['no', 'yes']",yes
996c3a,magenta trapezoids layered on a transluscent silver sheet,Which word describes the silver sheet's ability to let light through?,"['opaque', 'reflective', 'solid', 'translucent']",translucent
996c3a,magenta trapezoids layered on a transluscent silver sheet,Are the trapezoids layered on something?,"['no', 'yes']",yes
996c3a,magenta trapezoids layered on a transluscent silver sheet,What shape are the magenta objects?,"['circles', 'stars', 'trapezoids', 'triangles']",trapezoids
9b71cc,a snowy plain,What covers the plain?,"['grass', 'sand', 'snow', 'water']",snow
9b71cc,a snowy plain,What is the main geographical feature depicted?,"['forest', 'mountain', 'ocean', 'plain']",plain
9b71cc,a snowy plain,Is the plain covered in lava?,"['no', 'yes']",no
9b71cc,a snowy plain,Is the plain snowy?,"['no', 'yes']",yes
a395a3,black and white checkered pants,What is the other color in the checkered pattern besides black?,"['orange', 'pink', 'white', 'yellow']",white
a395a3,black and white checkered pants,Is the item of clothing a pair of pants?,"['no', 'yes']",yes
a395a3,black and white checkered pants,Is brown part of the pattern?,"['no', 'yes']",no
a395a3,black and white checkered pants,What is one of the colors of the checkered pattern?,"['black', 'blue', 'green', 'red']",black
ad4c5c,a starlit night over snow-covered peaks,Is the image depicting a nighttime scene?,"['no', 'yes']",yes
ad4c5c,a starlit night over snow-covered peaks,Is the image depicting a daytime scene?,"['no', 'yes']",no
ad4c5c,a starlit night over snow-covered peaks,Are there peaks visible in the image?,"['no', 'yes']",yes
ad4c5c,a starlit night over snow-covered peaks,Is the night sky depicted as cloudy?,"['no', 'yes']",no
b679e3,khaki triangles and azure crescents,Are there any azure colored spirals?,"['no', 'yes']",no
b679e3,khaki triangles and azure crescents,Are there any crescent shapes present?,"['no', 'yes']",yes
b679e3,khaki triangles and azure crescents,What color are some of the shapes?,"['black', 'khaki', 'orange', 'white']",khaki
b679e3,khaki triangles and azure crescents,What shape are some of the khaki forms?,"['circles', 'pentagons', 'squares', 'triangles']",triangles
f16e62,a maroon dodecahedron interwoven with teal threads,Are the threads colored pink?,"['no', 'yes']",no
f16e62,a maroon dodecahedron interwoven with teal threads,Is there a triangle interwoven with teal threads?,"['no', 'yes']",no
f16e62,a maroon dodecahedron interwoven with teal threads,Is there anything maroon in the image?,"['no', 'yes']",yes
f16e62,a maroon dodecahedron interwoven with teal threads,Are there any teal elements in the image?,"['no', 'yes']",yes
c0ce0c,A cerulean sphere rotating above a field of overlapping ochre squares.,What color is the spherical object?,"['ochre', 'cerulean', 'crimson', 'magenta']",cerulean
c0ce0c,A cerulean sphere rotating above a field of overlapping ochre squares.,What shape are the objects below the sphere?,"['circles', 'spheres', 'squares', 'triangles']",squares
c0ce0c,A cerulean sphere rotating above a field of overlapping ochre squares.,What is the spatial relationship of the sphere to the squares?,"['below', 'next to', 'inside', 'above']",above
c0ce0c,A cerulean sphere rotating above a field of overlapping ochre squares.,Are the ochre shapes distinct or overlapping?,"['distinct', 'overlapping']",overlapping
9fbae9,"An obsidian obelisk casting a long shadow across a barren, cracked desert floor under a twilight sky.",What color is the obelisk?,"['white', 'red', 'obsidian', 'blue']",obsidian
9fbae9,"An obsidian obelisk casting a long shadow across a barren, cracked desert floor under a twilight sky.",What kind of geographical feature is depicted?,"['forest', 'mountain', 'desert', 'ocean']",desert
9fbae9,"An obsidian obelisk casting a long shadow across a barren, cracked desert floor under a twilight sky.",What time of day is suggested by the sky?,"['midday', 'twilight', 'dawn', 'midnight']",twilight
9fbae9,"An obsidian obelisk casting a long shadow across a barren, cracked desert floor under a twilight sky.",Does the obelisk cast a shadow?,"['no', 'yes']",yes
eecf9a,A vibrant emerald fractal pattern expanding infinitely against a deep violet background.,What color is the expanding pattern?,"['violet', 'crimson', 'emerald', 'gold']",emerald
eecf9a,A vibrant emerald fractal pattern expanding infinitely against a deep violet background.,What kind of mathematical pattern is depicted?,"['grid', 'spiral', 'fractal', 'wave']",fractal
eecf9a,A vibrant emerald fractal pattern expanding infinitely against a deep violet background.,What color is the background?,"['blue', 'green', 'violet', 'yellow']",violet
eecf9a,A vibrant emerald fractal pattern expanding infinitely against a deep violet background.,Does the pattern appear finite or infinite?,"['finite', 'infinite']",infinite
b3321d,"A constellation of shimmering silver points arranged in a helix formation within a dark, nebulous void.",What color are the shimmering points?,"['gold', 'bronze', 'silver', 'copper']",silver
b3321d,"A constellation of shimmering silver points arranged in a helix formation within a dark, nebulous void.",What geometric arrangement do the silver points form?,"['grid', 'spiral', 'helix', 'cluster']",helix
b3321d,"A constellation of shimmering silver points arranged in a helix formation within a dark, nebulous void.",What is the background described as?,"['bright sky', 'cloudy', 'void', 'water']",void
b3321d,"A constellation of shimmering silver points arranged in a helix formation within a dark, nebulous void.",Are the silver points static or shimmering?,"['static', 'shimmering']",shimmering
7b3eda,"Angular, burnt sienna polygons interlocked to form a complex mosaic on a surface textured like aged parchment.",What color are the polygons?,"['blue', 'green', 'burnt sienna', 'purple']",burnt sienna
7b3eda,"Angular, burnt sienna polygons interlocked to form a complex mosaic on a surface textured like aged parchment.",How are the polygons arranged?,"['scattered', 'overlapping', 'interlocked', 'random']",interlocked
7b3eda,"Angular, burnt sienna polygons interlocked to form a complex mosaic on a surface textured like aged parchment.",What kind of image is formed by the polygons?,"['spiral', 'grid', 'mosaic', 'wave']",mosaic
7b3eda,"Angular, burnt sienna polygons interlocked to form a complex mosaic on a surface textured like aged parchment.",What is the texture of the surface described as?,"['smooth stone', 'aged parchment', 'shiny metal', 'rough wood']",aged parchment
e526bb,A cascade of liquid gold flowing over jagged obsidian rocks into a pool of quicksilver.,What color is the flowing liquid?,"['silver', 'bronze', 'gold', 'copper']",gold
e526bb,A cascade of liquid gold flowing over jagged obsidian rocks into a pool of quicksilver.,What color are the rocks?,"['granite', 'limestone', 'obsidian', 'sandstone']",obsidian
e526bb,A cascade of liquid gold flowing over jagged obsidian rocks into a pool of quicksilver.,What is the liquid flowing over?,"['smooth sand', 'jagged rocks', 'flat plain', 'calm water']",jagged rocks
e526bb,A cascade of liquid gold flowing over jagged obsidian rocks into a pool of quicksilver.,What is the pool made of?,"['water', 'lava', 'quicksilver', 'oil']",quicksilver
974d59,"Translucent amber waves breaking softly onto a shore of tiny, iridescent pebbles under a pale sky.",What color are the waves?,"['blue', 'green', 'amber', 'white']",amber
974d59,"Translucent amber waves breaking softly onto a shore of tiny, iridescent pebbles under a pale sky.",What kind of geological feature is the landing point for the waves?,"['cliff', 'beach', 'lake', 'riverbank']",shore
974d59,"Translucent amber waves breaking softly onto a shore of tiny, iridescent pebbles under a pale sky.",What quality are the pebbles described as having?,"['dull', 'rough', 'iridescent', 'smooth']",iridescent
974d59,"Translucent amber waves breaking softly onto a shore of tiny, iridescent pebbles under a pale sky.",Are the amber waves opaque or translucent?,"['opaque', 'translucent']",translucent
933671,"A solitary viridian polyhedron suspended within a cube of polished alabaster, illuminated by an unseen light source.",What color is the polyhedron?,"['blue', 'red', 'viridian', 'yellow']",viridian
933671,"A solitary viridian polyhedron suspended within a cube of polished alabaster, illuminated by an unseen light source.",What shape is the outer container?,"['sphere', 'cube', 'pyramid', 'cylinder']",cube
933671,"A solitary viridian polyhedron suspended within a cube of polished alabaster, illuminated by an unseen light source.",What material is the cube made of?,"['wood', 'metal', 'alabaster', 'glass']",alabaster
933671,"A solitary viridian polyhedron suspended within a cube of polished alabaster, illuminated by an unseen light source.",Is the polyhedron touching the sides of the cube?,"['no', 'yes']",no
3a34f9,"A lattice of thin, interwoven bronze wires forming a delicate cage around a pulsating ruby core.",What material are the wires made of?,"['silver', 'gold', 'bronze', 'copper']",bronze
3a34f9,"A lattice of thin, interwoven bronze wires forming a delicate cage around a pulsating ruby core.",What color is the core object?,"['blue', 'green', 'ruby', 'orange']",ruby
3a34f9,"A lattice of thin, interwoven bronze wires forming a delicate cage around a pulsating ruby core.",What kind of structure do the wires form?,"['solid wall', 'lattice', 'sheet', 'sphere']",lattice
3a34f9,"A lattice of thin, interwoven bronze wires forming a delicate cage around a pulsating ruby core.",What action is the ruby core performing?,"['spinning', 'pulsating', 'shimmering', 'expanding']",pulsating
4e5bff,A swirling vortex of indigo and saffron colors contained within a perfect crystal sphere.,What colors are present in the vortex?,"['red and blue', 'green and yellow', 'indigo and saffron', 'purple and orange']",indigo and saffron
4e5bff,A swirling vortex of indigo and saffron colors contained within a perfect crystal sphere.,What shape contains the swirling colors?,"['cube', 'pyramid', 'sphere', 'cylinder']",sphere
4e5bff,A swirling vortex of indigo and saffron colors contained within a perfect crystal sphere.,What material is the sphere made of?,"['glass', 'metal', 'wood', 'crystal']",crystal
4e5bff,A swirling vortex of indigo and saffron colors contained within a perfect crystal sphere.,Is the content of the sphere static or in motion?,"['static', 'in motion']",in motion
b87cc1,"A cascading waterfall made of liquid silver, reflecting an emerald sky.",What substance forms the waterfall?,"['gold', 'lava', 'silver', 'water']",silver
b87cc1,"A cascading waterfall made of liquid silver, reflecting an emerald sky.",What color is the sky reflected in the waterfall?,"['blue', 'emerald', 'ruby', 'sapphire']",emerald
b87cc1,"A cascading waterfall made of liquid silver, reflecting an emerald sky.",Is the waterfall solid?,"['no', 'yes']",no
b87cc1,"A cascading waterfall made of liquid silver, reflecting an emerald sky.",Does the image depict a frozen waterfall?,"['no', 'yes']",no
851c04,Geometric shapes of polished obsidian arranged in a helical pattern on a backdrop of deep violet.,What material are the geometric shapes made of?,"['crystal', 'diamond', 'obsidian', 'ruby']",obsidian
851c04,Geometric shapes of polished obsidian arranged in a helical pattern on a backdrop of deep violet.,What color is the backdrop?,"['blue', 'crimson', 'deep violet', 'green']",deep violet
851c04,Geometric shapes of polished obsidian arranged in a helical pattern on a backdrop of deep violet.,How are the shapes arranged?,"['grid', 'helical pattern', 'scattered', 'stack']",helical pattern
851c04,Geometric shapes of polished obsidian arranged in a helical pattern on a backdrop of deep violet.,Are the shapes arranged in a random manner?,"['no', 'yes']",no
dcbc2e,"A lone, twisted cypress tree silhouetted against a double sunset in shades of fiery orange and cool teal.",What type of tree is depicted?,"['oak', 'pine', 'cypress', 'maple']",cypress
dcbc2e,"A lone, twisted cypress tree silhouetted against a double sunset in shades of fiery orange and cool teal.",How many sunsets are shown?,"['one', 'two', 'three', 'four']",two
dcbc2e,"A lone, twisted cypress tree silhouetted against a double sunset in shades of fiery orange and cool teal.",What colors are present in the sunsets?,"['blue and green', 'fiery orange and cool teal', 'purple and pink', 'red and yellow']",fiery orange and cool teal
dcbc2e,"A lone, twisted cypress tree silhouetted against a double sunset in shades of fiery orange and cool teal.",Is the tree silhouetted?,"['no', 'yes']",yes
cb4eeb,"Interlocking gears of brass and weathered copper, suspended in a void.",What shapes are the primary elements?,"['circles', 'squares', 'gears', 'triangles']",gears
cb4eeb,"Interlocking gears of brass and weathered copper, suspended in a void.",What materials are the gears made of?,"['aluminum and steel', 'brass and weathered copper', 'gold and silver', 'iron and bronze']",brass and weathered copper
cb4eeb,"Interlocking gears of brass and weathered copper, suspended in a void.",Where are the gears located?,"['on a table', 'in water', 'in a void', 'on a wall']",in a void
cb4eeb,"Interlocking gears of brass and weathered copper, suspended in a void.",Are the gears separated?,"['no, they are interlocking', 'yes, they are separated']","no, they are interlocking"
052a20,A tessellation of iridescent scales that shift from sapphire to amethyst as the light changes.,What geometric arrangement is used?,"['grid', 'pile', 'scatter', 'tessellation']",tessellation
052a20,A tessellation of iridescent scales that shift from sapphire to amethyst as the light changes.,What are the tessellated elements?,"['feathers', 'leaves', 'petals', 'scales']",scales
052a20,A tessellation of iridescent scales that shift from sapphire to amethyst as the light changes.,What colors do the scales shift between?,"['red and blue', 'sapphire and amethyst', 'yellow and green', 'black and white']",sapphire and amethyst
052a20,A tessellation of iridescent scales that shift from sapphire to amethyst as the light changes.,Are the scales a single static color?,"['no', 'yes']",no
67bd75,"Molten gold flowing over solidified lava, creating glowing rivulets.",What liquid substance is depicted?,"['lava', 'molten gold', 'silver', 'water']",molten gold
67bd75,"Molten gold flowing over solidified lava, creating glowing rivulets.",What is the molten gold flowing over?,"['ice', 'sand', 'solidified lava', 'stone']",solidified lava
67bd75,"Molten gold flowing over solidified lava, creating glowing rivulets.",Do the rivulets glow?,"['no', 'yes']",yes
67bd75,"Molten gold flowing over solidified lava, creating glowing rivulets.",Is snow present in the image?,"['no', 'yes']",no
216ab8,"A vast, swirling nebula in shades of cosmic dust and electric blue, with distant, faint stars.",What celestial object is depicted?,"['galaxy', 'moon', 'nebula', 'planet']",nebula
216ab8,"A vast, swirling nebula in shades of cosmic dust and electric blue, with distant, faint stars.",What colors are prominent in the nebula?,"['brown and green', 'cosmic dust and electric blue', 'red and purple', 'yellow and orange']",cosmic dust and electric blue
216ab8,"A vast, swirling nebula in shades of cosmic dust and electric blue, with distant, faint stars.",Are the stars nearby and bright?,"['no, they are distant and faint', 'yes, they are nearby and bright']","no, they are distant and faint"
216ab8,"A vast, swirling nebula in shades of cosmic dust and electric blue, with distant, faint stars.",Is the nebula static or swirling?,"['static', 'swirling']",swirling
eafee2,"Intricate patterns of frost crystals forming on a frosted windowpane, illuminated by pale moonlight.",What is forming on the windowpane?,"['ice cubes', 'frost crystals', 'raindrops', 'snowflakes']",frost crystals
eafee2,"Intricate patterns of frost crystals forming on a frosted windowpane, illuminated by pale moonlight.",What is illuminating the scene?,"['daylight', 'lamplight', 'moonlight', 'sunlight']",moonlight
eafee2,"Intricate patterns of frost crystals forming on a frosted windowpane, illuminated by pale moonlight.",Is the windowpane clear?,"['no, it is frosted', 'yes, it is clear']","no, it is frosted"
eafee2,"Intricate patterns of frost crystals forming on a frosted windowpane, illuminated by pale moonlight.",Are the patterns simple?,"['no, they are intricate', 'yes, they are simple']","no, they are intricate"
543ddd,"A field of oversized, bioluminescent mushrooms casting an ethereal green glow in a twilight forest.",What are the main objects in the field?,"['flowers', 'grass', 'mushrooms', 'stones']",mushrooms
543ddd,"A field of oversized, bioluminescent mushrooms casting an ethereal green glow in a twilight forest.",Do the mushrooms produce light?,"['no', 'yes']",yes
543ddd,"A field of oversized, bioluminescent mushrooms casting an ethereal green glow in a twilight forest.",What color is the glow emitted by the mushrooms?,"['blue', 'red', 'green', 'yellow']",green
543ddd,"A field of oversized, bioluminescent mushrooms casting an ethereal green glow in a twilight forest.",What time of day is depicted?,"['dawn', 'midday', 'twilight', 'midnight']",twilight
50cd2f,"A structure of interconnected golden wires forming a transparent cube, with a single, floating ruby sphere at its center.",What is the primary material of the structure?,"['copper', 'gold', 'silver', 'steel']",gold
50cd2f,"A structure of interconnected golden wires forming a transparent cube, with a single, floating ruby sphere at its center.",What shape does the structure form?,"['cone', 'cube', 'pyramid', 'sphere']",cube
50cd2f,"A structure of interconnected golden wires forming a transparent cube, with a single, floating ruby sphere at its center.",What object is at the center of the structure?,"['a diamond', 'a pearl', 'a sapphire sphere', 'a ruby sphere']",a ruby sphere
50cd2f,"A structure of interconnected golden wires forming a transparent cube, with a single, floating ruby sphere at its center.",Is the structure opaque?,"['no, it is transparent', 'yes, it is opaque']","no, it is transparent"
77a5f8,a chrome sphere reflecting an infinite checkerboard pattern,What shape is the primary object?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
77a5f8,a chrome sphere reflecting an infinite checkerboard pattern,What material is the sphere made of?,"['bronze', 'chrome', 'glass', 'wood']",chrome
77a5f8,a chrome sphere reflecting an infinite checkerboard pattern,Is the pattern reflected in the sphere finite?,"['no', 'yes']",no
77a5f8,a chrome sphere reflecting an infinite checkerboard pattern,What kind of pattern is reflected?,"['checkerboard', 'striped', 'swirled', 'wavy']",checkerboard
899d94,stack of three progressively smaller cyan cubes,How many cubes are in the stack?,"['two', 'three', 'four', 'five']",three
899d94,stack of three progressively smaller cyan cubes,Are the cubes all the same size?,"['no', 'yes']",no
899d94,stack of three progressively smaller cyan cubes,What color are the cubes?,"['blue', 'cyan', 'green', 'purple']",cyan
899d94,stack of three progressively smaller cyan cubes,What is the arrangement of the cubes?,"['scattered', 'stacked', ' 옆 나란히', 'underneath']",stacked
9f6784,a tangled knot of iridescent ribbons,What is depicted in the image?,"['a ball', 'a box', 'a knot', 'a spiral']",a knot
9f6784,a tangled knot of iridescent ribbons,Are the ribbons straight?,"['no', 'yes']",no
9f6784,a tangled knot of iridescent ribbons,What quality do the ribbons possess regarding color?,"['dull', 'iridescent', 'matte', 'transparent']",iridescent
9f6784,a tangled knot of iridescent ribbons,What material forms the knot?,"['chains', 'ropes', 'ribbons', 'wires']",ribbons
b104c0,concentric rings of pulsating amethyst light,What is the arrangement of the light?,"['concentric rings', 'scattered dots', 'single line', 'wavy pattern']",concentric rings
b104c0,concentric rings of pulsating amethyst light,What color is the light?,"['amethyst', 'blue', 'red', 'yellow']",amethyst
b104c0,concentric rings of pulsating amethyst light,Does the light remain constant?,"['no', 'yes']",no
b104c0,concentric rings of pulsating amethyst light,Are the rings square?,"['no', 'yes']",no
924403,a gradient from crimson to violet across a wavy sheet,What colors are included in the gradient?,"['blue and green', 'crimson and violet', 'yellow and orange', 'black and white']",crimson and violet
924403,a gradient from crimson to violet across a wavy sheet,Is the sheet flat?,"['no', 'yes']",no
924403,a gradient from crimson to violet across a wavy sheet,Does the sheet have a uniform color?,"['no', 'yes']",no
924403,a gradient from crimson to violet across a wavy sheet,What describes the shape of the sheet?,"['flat', 'folded', 'rolled', 'wavy']",wavy
0596b4,scattered golden dust particles on a black background,What is the background color?,"['blue', 'gray', 'black', 'white']",black
0596b4,scattered golden dust particles on a black background,What color are the dust particles?,"['golden', 'silver', 'white', 'yellow']",golden
0596b4,scattered golden dust particles on a black background,Are the particles arranged in a pattern?,"['no', 'yes']",no
0596b4,scattered golden dust particles on a black background,What are the small elements depicted?,"['beads', 'flakes', 'glitter', 'dust particles']",dust particles
0a33e3,a hollow silver cylinder with intricate etched patterns,What is the shape of the object?,"['cone', 'cube', 'cylinder', 'sphere']",cylinder
0a33e3,a hollow silver cylinder with intricate etched patterns,What color is the cylinder?,"['black', 'gold', 'silver', 'white']",silver
0a33e3,a hollow silver cylinder with intricate etched patterns,Is the cylinder solid or hollow?,"['hollow', 'solid']",hollow
0a33e3,a hollow silver cylinder with intricate etched patterns,Does the cylinder have simple or intricate patterns?,"['intricate', 'simple']",intricate
27dca5,overlapping turquoise and orange translucent circles,Are the circles opaque?,"['no', 'yes']",no
27dca5,overlapping turquoise and orange translucent circles,Do the circles overlap?,"['no', 'yes']",yes
27dca5,overlapping turquoise and orange translucent circles,What are the shapes depicted?,"['circles', 'squares', 'triangles', 'ovals']",circles
27dca5,overlapping turquoise and orange translucent circles,What are the colors of the circles?,"['red and blue', 'green and yellow', 'turquoise and orange', 'purple and pink']",turquoise and orange
093a34,a single emerald fractal branching infinitely,What color is the fractal?,"['blue', 'emerald', 'red', 'yellow']",emerald
093a34,a single emerald fractal branching infinitely,How many fractals are shown?,"['one', 'two', 'three', 'four']",one
093a34,a single emerald fractal branching infinitely,Does the fractal stop branching?,"['no', 'yes']",no
093a34,a single emerald fractal branching infinitely,What type of object is depicted?,"['a circle', 'a line', 'a fractal', 'a square']",a fractal
06a79f,a mosaic of shattered glass in shades of blue and green,What is the image made of?,"['fabric', 'glass', 'metal', 'plastic']",glass
06a79f,a mosaic of shattered glass in shades of blue and green,Is the glass whole?,"['no', 'yes']",no
06a79f,a mosaic of shattered glass in shades of blue and green,What kind of artwork is depicted?,"['a painting', 'a sculpture', 'a mosaic', 'a drawing']",a mosaic
06a79f,a mosaic of shattered glass in shades of blue and green,What colors are dominant in the mosaic?,"['red and yellow', 'blue and green', 'black and white', 'purple and orange']",blue and green
7d1bc3,a chrome sphere refracting a chaotic arrangement of primary colored cubes,What type of geometric shape is refracting the cubes?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
7d1bc3,a chrome sphere refracting a chaotic arrangement of primary colored cubes,What are the colors of the cubes?,"['primary colors', 'secondary colors', 'tertiary colors', 'grayscale']",primary colors
7d1bc3,a chrome sphere refracting a chaotic arrangement of primary colored cubes,How are the cubes arranged?,"['orderly', 'symmetrical', 'aligned', 'chaotic']",chaotic
7d1bc3,a chrome sphere refracting a chaotic arrangement of primary colored cubes,Is the sphere reflective?,"['no', 'yes']",yes
aa137c,a cascade of interlocking emerald green and sapphire blue mobius strips,What are the two main colors of the mobius strips?,"['red and blue', 'green and blue', 'yellow and red', 'purple and green']",green and blue
aa137c,a cascade of interlocking emerald green and sapphire blue mobius strips,What unusual shape are the objects?,"['torus', 'klein bottle', 'mobius strip', 'helix']",mobius strip
aa137c,a cascade of interlocking emerald green and sapphire blue mobius strips,How are the shapes related spatially?,"['separate', 'overlapping', 'interlocking', 'adjacent']",interlocking
aa137c,a cascade of interlocking emerald green and sapphire blue mobius strips,Is anything colored red in the image?,"['no', 'yes']",no
d1f9c5,translucent magenta spikes emerging from a pool of liquid gold,What color are the spikes?,"['cyan', 'yellow', 'magenta', 'black']",magenta
d1f9c5,translucent magenta spikes emerging from a pool of liquid gold,What material is the pool made of?,"['silver', 'bronze', 'gold', 'copper']",gold
d1f9c5,translucent magenta spikes emerging from a pool of liquid gold,What word describes the property of the spikes allowing light through?,"['opaque', 'reflective', 'solid', 'translucent']",translucent
d1f9c5,translucent magenta spikes emerging from a pool of liquid gold,What is the spatial relationship between the spikes and the pool?,"['floating on', 'submerged in', 'emerging from', 'around']",emerging from
fc2afd,a fractal pattern of overlapping crimson and indigo Mandelbrot sets,What mathematical concept is depicted?,"['Fibonacci sequence', 'Mandelbrot set', 'prime numbers', 'fractals']",Mandelbrot set
fc2afd,a fractal pattern of overlapping crimson and indigo Mandelbrot sets,What are the two main colors used?,"['crimson and teal', 'indigo and green', 'crimson and indigo', 'yellow and purple']",crimson and indigo
fc2afd,a fractal pattern of overlapping crimson and indigo Mandelbrot sets,How are the shapes spatially related?,"['separate', 'adjacent', 'aligned', 'overlapping']",overlapping
fc2afd,a fractal pattern of overlapping crimson and indigo Mandelbrot sets,What type of pattern is depicted?,"['linear', 'random', 'fractal', 'grid']",fractal
1777f1,a swarm of iridescent cerulean spheres orbiting a central obsidian monolith,What is the central object?,"['sphere', 'cube', 'monolith', 'pyramid']",monolith
1777f1,a swarm of iridescent cerulean spheres orbiting a central obsidian monolith,What color are the orbiting spheres?,"['cerise', 'cerulean', 'chartreuse', 'carmine']",cerulean
1777f1,a swarm of iridescent cerulean spheres orbiting a central obsidian monolith,What unusual property do the spheres have?,"['opaque', 'matte', 'iridescent', 'transparent']",iridescent
1777f1,a swarm of iridescent cerulean spheres orbiting a central obsidian monolith,What are the spheres doing?,"['floating', 'spinning', 'orbiting', 'falling']",orbiting
b4f69f,a network of interconnected verdigris and rust colored geometric forms,What colors are used in the geometric forms?,"['red and blue', 'green and orange', 'verdigris and rust', 'purple and yellow']",verdigris and rust
b4f69f,a network of interconnected verdigris and rust colored geometric forms,What describes the relationship between the forms?,"['separate', 'disconnected', 'overlapping', 'interconnected']",interconnected
b4f69f,a network of interconnected verdigris and rust colored geometric forms,Are the forms organic shapes?,"['no', 'yes']",no
b4f69f,a network of interconnected verdigris and rust colored geometric forms,Is the network linear?,"['no', 'yes']",no
54d653,an array of chartreuse and fuchsia rhombi arranged in a tessellating pattern,What shape are the forms?,"['squares', 'circles', 'rhombi', 'triangles']",rhombi
54d653,an array of chartreuse and fuchsia rhombi arranged in a tessellating pattern,What colors are the rhombi?,"['red and blue', 'green and pink', 'chartreuse and fuchsia', 'orange and purple']",chartreuse and fuchsia
54d653,an array of chartreuse and fuchsia rhombi arranged in a tessellating pattern,How are the rhombi arranged?,"['randomly', 'scattered', 'tessellating pattern', 'linear']",tessellating pattern
54d653,an array of chartreuse and fuchsia rhombi arranged in a tessellating pattern,Do the shapes overlap?,"['no', 'yes']",no
