id,description,question,choices,answer
a8b6ac,A field of sunflowers,What kind of plants are in the field?,"['daisies', 'roses', 'sunflowers', 'tulips']",sunflowers
e35593,A field of sunflowers,Is there a field depicted?,"['no', 'yes']",yes
e6796d,A field of sunflowers,Are there mountains in the image?,"['no', 'yes']",no
a60917,A field of sunflowers,What is the main subject of the image?,"['a field', 'a forest', 'a mountain', 'a river']",a field
2407ce,Denim jeans with ripped knees,What type of clothing is depicted?,"['dress', 'jeans', 'shirt', 'skirt']",jeans
607212,Denim jeans with ripped knees,What material are the jeans made of?,"['cotton', 'denim', 'leather', 'silk']",denim
2ef112,Denim jeans with ripped knees,Do the jeans have ripped knees?,"['no', 'yes']",yes
11b9cd,Denim jeans with ripped knees,Are the jeans made of silk?,"['no', 'yes']",no
7d065f,Pink and blue wavy lines,What colors are the lines?,"['green and yellow', 'pink and blue', 'red and black', 'white and gray']",pink and blue
508cf8,Pink and blue wavy lines,What shape are the lines?,"['straight', 'wavy', 'zigzag', 'curved']",wavy
91a08b,Pink and blue wavy lines,Are there lines depicted?,"['no', 'yes']",yes
c5cfee,Pink and blue wavy lines,Are the lines red and black?,"['no', 'yes']",no
4fe181,A snowy forest,What is the weather condition in the forest?,"['rainy', 'snowy', 'sunny', 'windy']",snowy
767fc3,A snowy forest,What kind of environment is depicted?,"['desert', 'forest', 'ocean', 'swamp']",forest
399586,A snowy forest,Is there a snowy forest?,"['no', 'yes']",yes
de6ea6,A snowy forest,Is the forest green?,"['no', 'yes']",no
9a12ff,Khaki cargo shorts,What type of clothing is depicted?,"['jacket', 'pants', 'shorts', 'skirt']",shorts
5ae959,Khaki cargo shorts,What color are the shorts?,"['black', 'blue', 'khaki', 'red']",khaki
438d68,Khaki cargo shorts,Are the shorts cargo shorts?,"['no', 'yes']",yes
fb4344,Khaki cargo shorts,Are the shorts long pants?,"['no', 'yes']",no
3998fb,Crimson octagons scattered randomly,What color are the octagons?,"['blue', 'crimson', 'green', 'yellow']",crimson
01aa22,Crimson octagons scattered randomly,What shape are the objects?,"['circles', 'octagons', 'squares', 'triangles']",octagons
abfbf4,Crimson octagons scattered randomly,How are the octagons arranged?,"['in a line', 'in a grid', 'scattered randomly', 'stacked']",scattered randomly
a8d3c6,Crimson octagons scattered randomly,Are there any squares in the image?,"['no', 'yes']",no
220189,A tropical beach at sunrise,What kind of geographical setting is depicted?,"['desert', 'forest', 'mountain', 'tropical beach']",tropical beach
eb19bd,A tropical beach at sunrise,What time of day is suggested?,"['dawn', 'dusk', 'midnight', 'sunrise']",sunrise
8d8a51,A tropical beach at sunrise,Does the image show a beach?,"['no', 'yes']",yes
49085e,A tropical beach at sunrise,Is the beach covered in snow?,"['no', 'yes']",no
2a326a,Silk tie with a paisley pattern,What item of clothing is shown?,"['hat', 'scarf', 'tie', 'vest']",tie
9af32c,Silk tie with a paisley pattern,What material is the tie made of?,"['cotton', 'leather', 'silk', 'wool']",silk
615eb0,Silk tie with a paisley pattern,What kind of pattern does the tie have?,"['floral', 'plaid', 'paisley', 'stripe']",paisley
3d343a,Silk tie with a paisley pattern,Is the tie made of wool?,"['no', 'yes']",no
56c442,Azure rectangles in a gradient,What color are the rectangles?,"['azure', 'crimson', 'green', 'yellow']",azure
9b5505,Azure rectangles in a gradient,What shape are the azure forms?,"['circles', 'lines', 'rectangles', 'triangles']",rectangles
a9697f,Azure rectangles in a gradient,How are the rectangles arranged or displayed?,"['in a circle', 'in a gradient', 'in a line', 'randomly scattered']",in a gradient
b5cde0,Azure rectangles in a gradient,Are the shapes circles?,"['no', 'yes']",no
96c235,A volcanic landscape,What type of landscape is depicted?,"['desert', 'forest', 'mountainous', 'volcanic']",volcanic
815b6b,A volcanic landscape,Is the landscape volcanic?,"['no', 'yes']",yes
7132a0,A volcanic landscape,Does the image show a city?,"['no', 'yes']",no
f0364b,A volcanic landscape,Is the scene depicting an underwater environment?,"['no', 'yes']",no
0e630c,Wool beret,What type of hat is depicted?,"['fedora', 'beret', 'beanie', 'baseball cap']",beret
41e220,Wool beret,What material is the hat made of?,"['cotton', 'wool', 'silk', 'leather']",wool
f03d8e,Wool beret,Is the hat a beret?,"['no', 'yes']",yes
9d4218,Wool beret,Is the beret made of synthetic material?,"['no', 'yes']",no
53cb0f,Magenta ovals overlapping,What shapes are present?,"['squares', 'circles', 'triangles', 'ovals']",ovals
2f9c1b,Magenta ovals overlapping,What color are the shapes?,"['blue', 'green', 'magenta', 'red']",magenta
55b439,Magenta ovals overlapping,Are the shapes overlapping?,"['no', 'yes']",yes
4416d5,Magenta ovals overlapping,Are the shapes triangles?,"['no', 'yes']",no
a39901,A moonlit path,What object provides light for the path?,"['sun', 'moon', 'stars', 'lamp']",moon
b29170,A moonlit path,What is depicted in the image?,"['a road', 'a path', 'a river', 'a mountain']",path
c9577e,A moonlit path,Is the path lit by the sun?,"['no', 'yes']",no
b097e3,A moonlit path,Is the image likely depicting a daytime scene?,"['no', 'yes']",no
a8c1f8,Corduroy skirt,What item of clothing is depicted?,"['dress', 'shirt', 'skirt', 'pants']",skirt
1b9510,Corduroy skirt,What material is the skirt made of?,"['denim', 'corduroy', 'silk', 'leather']",corduroy
226654,Corduroy skirt,Is the item a skirt?,"['no', 'yes']",yes
68f9b8,Corduroy skirt,Is the skirt made of cotton?,"['no', 'yes']",no
ef3448,Bronze stars on a black background,What shapes are depicted?,"['circles', 'squares', 'stars', 'triangles']",stars
64a030,Bronze stars on a black background,What color are the stars?,"['silver', 'gold', 'bronze', 'copper']",bronze
b338a6,Bronze stars on a black background,What color is the background?,"['white', 'grey', 'blue', 'black']",black
634f5b,Bronze stars on a black background,Are the stars on a white background?,"['no', 'yes']",no
4e12a0,A canyon at midday,What geographical feature is depicted?,"['forest', 'mountain', 'canyon', 'river']",canyon
320d87,A canyon at midday,What time of day is suggested?,"['dawn', 'midday', 'dusk', 'midnight']",midday
e1e56a,A canyon at midday,Is the scene set at midnight?,"['no', 'yes']",no
15b326,A canyon at midday,Is the image depicting a canyon?,"['no', 'yes']",yes
46d719,Faux fur coat,What item of clothing is shown?,"['jacket', 'vest', 'coat', 'sweater']",coat
e8c72e,Faux fur coat,What material is the coat described as having?,"['real fur', 'wool', 'faux fur', 'cotton']",faux fur
855408,Faux fur coat,Is the coat made of real fur?,"['no', 'yes']",no
340753,Faux fur coat,Is a coat depicted?,"['no', 'yes']",yes
b719f7,Grey and yellow abstract shapes,What colors are mentioned?,"['red and blue', 'green and purple', 'grey and yellow', 'black and white']",grey and yellow
0a0e0c,Grey and yellow abstract shapes,What kind of shapes are depicted?,"['geometric', 'organic', 'abstract', 'specific']",abstract
cd8528,Grey and yellow abstract shapes,Are the shapes specifically defined geometric forms?,"['no', 'yes']",no
f64d26,Grey and yellow abstract shapes,Is yellow one of the colors?,"['no', 'yes']",yes
130093,An icy plain,What kind of geographical feature is depicted?,"['desert', 'forest', 'plain', 'mountain']",plain
076e3f,An icy plain,What is the condition of the plain?,"['sandy', 'grassy', 'icy', 'rocky']",icy
2a540d,An icy plain,Is the plain covered in ice?,"['no', 'yes']",yes
b461a8,An icy plain,Is the image depicting a forest?,"['no', 'yes']",no
9e96a1,Canvas backpack,What item is depicted?,"['suitcase', 'briefcase', 'backpack', 'purse']",backpack
1e09c9,Canvas backpack,What material is the item made of?,"['leather', 'canvas', 'nylon', 'plastic']",canvas
f2c163,Canvas backpack,Is the item a backpack?,"['no', 'yes']",yes
1d8389,Canvas backpack,Is the backpack made of denim?,"['no', 'yes']",no
9b709d,Purple geometric shapes,What color are the shapes?,"['Red', 'Blue', 'Purple', 'Green']",Purple
0f4bab,Purple geometric shapes,What kind of shapes are depicted?,"['Organic', 'Geometric', 'Abstract', 'Natural']",Geometric
3c84f7,Purple geometric shapes,Are the shapes red?,"['no', 'yes']",no
1dfabc,Purple geometric shapes,Is there anything purple in the image?,"['no', 'yes']",yes
0def30,A forest fire viewed from afar,What event is depicted?,"['Flood', 'Earthquake', 'Forest fire', 'Blizzard']",Forest fire
a0b786,A forest fire viewed from afar,How is the fire viewed?,"['Up close', 'From afar', 'From above', 'From below']",From afar
d7ed5f,A forest fire viewed from afar,Is the image of a fire in a city?,"['no', 'yes']",no
bcf7d0,A forest fire viewed from afar,Is the setting a forest?,"['no', 'yes']",yes
6c5533,Patent leather shoes,What item of clothing is shown?,"['Hat', 'Gloves', 'Shoes', 'Scarf']",Shoes
b43703,Patent leather shoes,What material are the shoes made of?,"['Suede', 'Canvas', 'Patent leather', 'Cotton']",Patent leather
7837bf,Patent leather shoes,Is the material of the shoes leather?,"['no', 'yes']",yes
f1caf3,Patent leather shoes,Are the shoes boots?,"['no', 'yes']",no
db4213,Red triangles in a circular arrangement,What shape are the objects?,"['Squares', 'Circles', 'Triangles', 'Stars']",Triangles
a67354,Red triangles in a circular arrangement,What color are the triangles?,"['Blue', 'Green', 'Yellow', 'Red']",Red
672593,Red triangles in a circular arrangement,How are the shapes arranged?,"['Linear', 'Random', 'Circular', 'Grid']",Circular
7dfb7d,Red triangles in a circular arrangement,Are there any red shapes in the image?,"['no', 'yes']",yes
1b12d6,A dark cave entrance,What feature is depicted?,"['Mountain peak', 'Cave entrance', 'Forest clearing', 'River bend']",Cave entrance
42519b,A dark cave entrance,What is the lighting condition?,"['Bright', 'Dim', 'Dark', 'Sunny']",Dark
a7fec4,A dark cave entrance,Is the image of a building entrance?,"['no', 'yes']",no
969852,A dark cave entrance,Is the entrance lit?,"['no', 'yes']",no
2132d9,Striped socks,What item of clothing is shown?,"['Shirt', 'Pants', 'Socks', 'Jacket']",Socks
edbb55,Striped socks,What is the pattern on the socks?,"['Dots', 'Stripes', 'Plaid', 'Solid']",Stripes
38662c,Striped socks,Are the socks plain?,"['no', 'yes']",no
828936,Striped socks,Do the socks have a striped pattern?,"['no', 'yes']",yes
c56945,Green and brown camouflage pattern,What type of pattern is depicted?,"['Floral', 'Geometric', 'Animal print', 'Camouflage']",Camouflage
240812,Green and brown camouflage pattern,What colors are in the pattern?,"['Red and blue', 'Green and brown', 'Black and white', 'Yellow and orange']",Green and brown
3bdde7,Green and brown camouflage pattern,Is the pattern camouflage?,"['no', 'yes']",yes
afc0c9,Green and brown camouflage pattern,Does the pattern include red?,"['no', 'yes']",no
a1a936,A rainbow over a valley,What natural phenomenon is depicted?,"['Sunrise', 'Sunset', 'Rainbow', 'Storm']",Rainbow
9a9faa,A rainbow over a valley,Where is the rainbow located?,"['Above a mountain', 'Over a valley', 'In a city', 'On a lake']",Over a valley
2a749c,A rainbow over a valley,Is there a rainbow in the image?,"['no', 'yes']",yes
9903cd,A rainbow over a valley,Is the scene a desert?,"['no', 'yes']",no
af2c9f,Velour tracksuit,What item of clothing is shown?,"['Dress', 'Suit', 'Tracksuit', 'Sweater']",Tracksuit
5d46bb,Velour tracksuit,What material is the tracksuit made of?,"['Cotton', 'Polyester', 'Velour', 'Silk']",Velour
003694,Velour tracksuit,Is the tracksuit made of denim?,"['no', 'yes']",no
ea639c,Velour tracksuit,Is the item a tracksuit?,"['no', 'yes']",yes
4b848b,Blue pentagons in a tiled pattern,What shape are the objects?,"['Squares', 'Circles', 'Pentagons', 'Hexagons']",Pentagons
fc680a,Blue pentagons in a tiled pattern,What color are the pentagons?,"['Red', 'Green', 'Blue', 'Yellow']",Blue
cba1a8,Blue pentagons in a tiled pattern,How are the shapes arranged?,"['Random', 'Tiled', 'Scattered', 'Stacked']",Tiled
52326b,Blue pentagons in a tiled pattern,Are there any blue shapes in the image?,"['no', 'yes']",yes
5fc84e,teal spheres bouncing on a red surface,What color are the spheres?,"['blue', 'green', 'purple', 'teal']",teal
5fc84e,teal spheres bouncing on a red surface,What action are the spheres performing?,"['bouncing', 'floating', 'rolling', 'spinning']",bouncing
5fc84e,teal spheres bouncing on a red surface,What color is the surface?,"['blue', 'green', 'red', 'yellow']",red
5fc84e,teal spheres bouncing on a red surface,Are there any spheres in the image?,"['no', 'yes']",yes
6f8ab2,a golden sun setting over a tranquil lake,What color is the sun depicted as?,"['blue', 'golden', 'green', 'red']",golden
6f8ab2,a golden sun setting over a tranquil lake,What body of water is present?,"['lake', 'ocean', 'river', 'sea']",lake
6f8ab2,a golden sun setting over a tranquil lake,What time of day is shown?,"['dawn', 'dusk', 'midday', 'setting']",setting
6f8ab2,a golden sun setting over a tranquil lake,Is the lake described as tranquil?,"['no', 'yes']",yes
806fd3,navy blue velvet dress with gold trim,What item of clothing is described?,"['dress', 'pants', 'shirt', 'skirt']",dress
806fd3,navy blue velvet dress with gold trim,What material is the dress made of?,"['cotton', 'leather', 'silk', 'velvet']",velvet
806fd3,navy blue velvet dress with gold trim,What color is the dress?,"['black', 'blue', 'green', 'red']",blue
806fd3,navy blue velvet dress with gold trim,Does the dress have trim?,"['no', 'yes']",yes
4918ab,cyan hexagons arranged in a honeycomb pattern,What shape are the primary forms?,"['circles', 'hexagons', 'squares', 'triangles']",hexagons
4918ab,cyan hexagons arranged in a honeycomb pattern,What color are the hexagons?,"['cyan', 'magenta', 'purple', 'teal']",cyan
4918ab,cyan hexagons arranged in a honeycomb pattern,How are the hexagons arranged?,"['chaotically', 'in a grid', 'in a honeycomb pattern', 'randomly']",in a honeycomb pattern
4918ab,cyan hexagons arranged in a honeycomb pattern,Are there any hexagons depicted?,"['no', 'yes']",yes
43680f,a desert landscape with scattered cacti,What type of landscape is shown?,"['desert', 'forest', 'mountain', 'ocean']",desert
43680f,a desert landscape with scattered cacti,Are there any cacti in the image?,"['no', 'yes']",yes
43680f,a desert landscape with scattered cacti,Are the cacti arranged in a tight cluster?,"['no', 'yes']",no
43680f,a desert landscape with scattered cacti,Is this a forest scene?,"['no', 'yes']",no
91566c,olive green cargo shorts with large pockets,What item of clothing is described?,"['dress', 'pants', 'shorts', 'skirt']",shorts
91566c,olive green cargo shorts with large pockets,What color are the shorts?,"['blue', 'brown', 'green', 'yellow']",green
91566c,olive green cargo shorts with large pockets,Do the shorts have pockets?,"['no', 'yes']",yes
91566c,olive green cargo shorts with large pockets,Are the pockets described as small?,"['no', 'yes']",no
0b97fb,silver wavy lines on a black background,What color are the lines?,"['black', 'blue', 'silver', 'white']",silver
0b97fb,silver wavy lines on a black background,What is the color of the background?,"['black', 'blue', 'silver', 'white']",black
0b97fb,silver wavy lines on a black background,What shape are the lines?,"['straight', 'wavy', 'zigzag']",wavy
0b97fb,silver wavy lines on a black background,Are there any lines on the background?,"['no', 'yes']",yes
d3b6e5,a misty forest scene,What type of scene is depicted?,"['desert', 'forest', 'mountain', 'ocean']",forest
d3b6e5,a misty forest scene,Is the scene described as clear?,"['no', 'yes']",no
d3b6e5,a misty forest scene,Is there mist in the image?,"['no', 'yes']",yes
d3b6e5,a misty forest scene,Is this a desert scene?,"['no', 'yes']",no
07796d,brown leather jacket with a shearling collar,What item of clothing is described?,"['coat', 'jacket', 'shirt', 'sweater']",jacket
07796d,brown leather jacket with a shearling collar,What material is the jacket made of?,"['cotton', 'denim', 'leather', 'wool']",leather
07796d,brown leather jacket with a shearling collar,What color is the jacket?,"['black', 'blue', 'brown', 'green']",brown
07796d,brown leather jacket with a shearling collar,Does the jacket have a collar?,"['no', 'yes']",yes
42abe4,pink and orange stripes forming a gradient,What colors are the stripes?,"['blue and green', 'pink and orange', 'red and yellow', 'white and black']",pink and orange
42abe4,pink and orange stripes forming a gradient,Are the stripes straight?,"['no', 'yes']",yes
42abe4,pink and orange stripes forming a gradient,What pattern do the stripes form?,"['a checkerboard', 'a gradient', 'a honeycomb', 'a grid']",a gradient
42abe4,pink and orange stripes forming a gradient,Is green one of the colors in the stripes?,"['no', 'yes']",no
a313dd,a rocky coastline at sunrise,What is the geographical feature depicted?,"['desert', 'forest', 'coastline', 'mountain']",coastline
a313dd,a rocky coastline at sunrise,What is the time of day mentioned?,"['midnight', 'sunrise', 'sunset', 'noon']",sunrise
a313dd,a rocky coastline at sunrise,Is the coastline rocky?,"['no', 'yes']",yes
a313dd,a rocky coastline at sunrise,Is there a sandy beach depicted?,"['no', 'yes']",no
a5612c,white linen shirt with pearl buttons,What item of clothing is described?,"['dress', 'pants', 'shirt', 'skirt']",shirt
a5612c,white linen shirt with pearl buttons,What color is the shirt?,"['black', 'blue', 'red', 'white']",white
a5612c,white linen shirt with pearl buttons,What material is the shirt made of?,"['cotton', 'linen', 'silk', 'wool']",linen
a5612c,white linen shirt with pearl buttons,What kind of buttons does the shirt have?,"['metal', 'plastic', 'pearl', 'wooden']",pearl
b69125,parallel yellow and purple rectangles,What shapes are depicted?,"['circles', 'triangles', 'squares', 'rectangles']",rectangles
b69125,parallel yellow and purple rectangles,What colors are the rectangles?,"['blue and green', 'red and orange', 'yellow and purple', 'black and white']",yellow and purple
b69125,parallel yellow and purple rectangles,What is the spatial relationship between the rectangles?,"['intersecting', 'overlapping', 'parallel', 'perpendicular']",parallel
b69125,parallel yellow and purple rectangles,Are the rectangles blue?,"['no', 'yes']",no
59dd5f,a field of wildflowers under a blue sky,What is growing in the field?,"['corn', 'grass', 'trees', 'wildflowers']",wildflowers
59dd5f,a field of wildflowers under a blue sky,What is above the field?,"['a roof', 'a mountain', 'a blue sky', 'a cloudy sky']",a blue sky
59dd5f,a field of wildflowers under a blue sky,What color is the sky?,"['black', 'blue', 'gray', 'red']",blue
59dd5f,a field of wildflowers under a blue sky,Is the field covered in snow?,"['no', 'yes']",no
de1ce5,gray denim skirt with distressed details,What item of clothing is described?,"['dress', 'pants', 'shirt', 'skirt']",skirt
de1ce5,gray denim skirt with distressed details,What color is the skirt?,"['black', 'blue', 'gray', 'white']",gray
de1ce5,gray denim skirt with distressed details,What material is the skirt made of?,"['cotton', 'denim', 'silk', 'wool']",denim
de1ce5,gray denim skirt with distressed details,Does the skirt have distressed details?,"['no', 'yes']",yes
86fbca,intersecting green and blue circles,What shapes are depicted?,"['circles', 'squares', 'triangles', 'rectangles']",circles
86fbca,intersecting green and blue circles,What colors are the circles?,"['red and white', 'black and white', 'green and blue', 'yellow and purple']",green and blue
86fbca,intersecting green and blue circles,What is the spatial relationship between the circles?,"['adjacent', 'intersecting', 'overlapping', 'separate']",intersecting
86fbca,intersecting green and blue circles,Are the circles red?,"['no', 'yes']",no
dc14d7,a snow-capped mountain range,What geographical feature is depicted?,"['desert', 'forest', 'mountain range', 'ocean']",mountain range
dc14d7,a snow-capped mountain range,Are the mountains snow-capped?,"['no', 'yes']",yes
dc14d7,a snow-capped mountain range,Is there a forest depicted?,"['no', 'yes']",no
dc14d7,a snow-capped mountain range,What is on top of the mountains?,"['clouds', 'forest', 'snow', 'water']",snow
a1d4e2,black silk tie with a subtle pattern,What item of clothing is described?,"['belt', 'hat', 'scarf', 'tie']",tie
a1d4e2,black silk tie with a subtle pattern,What color is the tie?,"['black', 'blue', 'red', 'white']",black
a1d4e2,black silk tie with a subtle pattern,What material is the tie made of?,"['cotton', 'leather', 'silk', 'wool']",silk
a1d4e2,black silk tie with a subtle pattern,Does the tie have a pattern?,"['no pattern', 'bold pattern', 'subtle pattern', 'striped pattern']",subtle pattern
4693c8,overlapping red and white triangles,What shapes are depicted?,"['circles', 'squares', 'triangles', 'rectangles']",triangles
4693c8,overlapping red and white triangles,What colors are the triangles?,"['black and white', 'blue and yellow', 'green and purple', 'red and white']",red and white
4693c8,overlapping red and white triangles,What is the spatial relationship between the triangles?,"['adjacent', 'intersecting', 'overlapping', 'separate']",overlapping
4693c8,overlapping red and white triangles,Are the triangles blue?,"['no', 'yes']",no
b09845,a calm river flowing through a valley,What body of water is depicted?,"['lake', 'ocean', 'river', 'stream']",river
b09845,a calm river flowing through a valley,What characteristic of the river is mentioned?,"['fast-flowing', 'frozen', 'muddy', 'calm']",calm
b09845,a calm river flowing through a valley,What geographical feature does the river flow through?,"['desert', 'forest', 'mountain', 'valley']",valley
b09845,a calm river flowing through a valley,Is the river flowing through a desert?,"['no', 'yes']",no
e811c1,light blue cotton t-shirt,What item of clothing is described?,"['pants', 'shirt', 'skirt', 'socks']",shirt
e811c1,light blue cotton t-shirt,What color is the t-shirt?,"['dark blue', 'green', 'light blue', 'red']",light blue
e811c1,light blue cotton t-shirt,What material is the t-shirt made of?,"['cotton', 'silk', 'wool', 'polyester']",cotton
e811c1,light blue cotton t-shirt,Is the t-shirt dark red?,"['no', 'yes']",no
b00ef4,checkered pattern of magenta and cyan squares,What type of pattern is described?,"['striped', 'polka dot', 'checkered', 'floral']",checkered
b00ef4,checkered pattern of magenta and cyan squares,What shapes form the pattern?,"['circles', 'squares', 'triangles', 'rectangles']",squares
b00ef4,checkered pattern of magenta and cyan squares,What are the colors in the pattern?,"['red and blue', 'magenta and cyan', 'green and purple', 'orange and black']",magenta and cyan
b00ef4,checkered pattern of magenta and cyan squares,Does the pattern contain magenta?,"['no', 'yes']",yes
fa6e71,a starry night sky over a silhouette of trees,What time of day is depicted?,"['day', 'dawn', 'dusk', 'night']",night
fa6e71,a starry night sky over a silhouette of trees,What is visible in the sky?,"['clouds', 'sun', 'stars', 'birds']",stars
fa6e71,a starry night sky over a silhouette of trees,What is shown beneath the sky?,"['mountains', 'water', 'buildings', 'trees']",trees
fa6e71,a starry night sky over a silhouette of trees,Are the trees fully detailed?,"['no', 'yes']",no
3bd32a,beige chinos with rolled-up cuffs,What item of clothing is described?,"['shorts', 'skirt', 'chinos', 'jacket']",chinos
3bd32a,beige chinos with rolled-up cuffs,What color are the chinos?,"['black', 'beige', 'blue', 'gray']",beige
3bd32a,beige chinos with rolled-up cuffs,What detail is mentioned about the cuffs?,"['buttoned', 'frayed', 'rolled-up', 'zippered']",rolled-up
3bd32a,beige chinos with rolled-up cuffs,Are the chinos black?,"['no', 'yes']",no
0fb32e,spiraling orange and black lines,What shapes are described?,"['circles', 'lines', 'squares', 'dots']",lines
0fb32e,spiraling orange and black lines,What colors are the lines?,"['red and blue', 'green and yellow', 'orange and black', 'purple and white']",orange and black
0fb32e,spiraling orange and black lines,How are the lines arranged?,"['straight', 'curved', 'spiraling', 'zigzag']",spiraling
0fb32e,spiraling orange and black lines,Are the lines straight?,"['no', 'yes']",no
3c9622,a dense jungle canopy,What is the main subject of the description?,"['a desert', 'a forest', 'a mountain', 'a sea']",a forest
3c9622,a dense jungle canopy,What feature of the jungle is mentioned?,"['river', 'animals', 'canopy', 'flowers']",canopy
3c9622,a dense jungle canopy,How is the canopy described?,"['sparse', 'open', 'dense', 'light']",dense
3c9622,a dense jungle canopy,Is the canopy sparse?,"['no', 'yes']",no
00c2cd,dark gray wool trousers,What item of clothing is described?,"['shirt', 'trousers', 'skirt', 'jacket']",trousers
00c2cd,dark gray wool trousers,What color are the trousers?,"['light gray', 'dark gray', 'black', 'blue']",dark gray
00c2cd,dark gray wool trousers,What material are the trousers made of?,"['cotton', 'silk', 'wool', 'linen']",wool
00c2cd,dark gray wool trousers,Are the trousers light blue?,"['no', 'yes']",no
233dee,a grid of small multicolored dots,What shape are the elements in the grid?,"['squares', 'circles', 'dots', 'lines']",dots
233dee,a grid of small multicolored dots,How are the dots arranged?,"['randomly', 'in a spiral', 'in a grid', 'in a line']",in a grid
233dee,a grid of small multicolored dots,What can be said about the colors of the dots?,"['single color', 'two colors', 'monochromatic', 'multicolored']",multicolored
233dee,a grid of small multicolored dots,Are the dots large?,"['no', 'yes']",no
e8dfa0,a sandy beach with gentle waves,What type of landscape is described?,"['forest', 'mountain', 'desert', 'beach']",beach
e8dfa0,a sandy beach with gentle waves,What covers the beach?,"['grass', 'rocks', 'sand', 'snow']",sand
e8dfa0,a sandy beach with gentle waves,What is mentioned about the water?,"['still', 'rough waves', 'gentle waves', 'frozen']",gentle waves
e8dfa0,a sandy beach with gentle waves,Are the waves rough?,"['no', 'yes']",no
e2f14f,white lace top with floral design,What item of clothing is described?,"['pants', 'skirt', 'dress', 'top']",top
e2f14f,white lace top with floral design,What material is the top made of?,"['cotton', 'silk', 'lace', 'wool']",lace
e2f14f,white lace top with floral design,What design is on the top?,"['striped', 'polka dot', 'floral', 'geometric']",floral
e2f14f,white lace top with floral design,Is the top black?,"['no', 'yes']",no
ade94d,turquoise and brown concentric rings,What shapes are depicted?,"['circles', 'squares', 'rings', 'triangles']",rings
ade94d,turquoise and brown concentric rings,Are the rings concentric?,"['no', 'yes']",yes
ade94d,turquoise and brown concentric rings,Is the color turquoise present?,"['no', 'yes']",yes
ade94d,turquoise and brown concentric rings,What color is present besides turquoise?,"['blue', 'brown', 'green', 'red']",brown
12d133,a rural landscape with rolling hills,What type of landscape is depicted?,"['urban', 'rural', 'coastal', 'mountainous']",rural
12d133,a rural landscape with rolling hills,Are there hills in the landscape?,"['no', 'yes']",yes
12d133,a rural landscape with rolling hills,How are the hills described?,"['steep', 'flat', 'rolling', 'jagged']",rolling
12d133,a rural landscape with rolling hills,Is the landscape urban?,"['no', 'yes']",no
66ba32,burgundy corduroy skirt,What item of clothing is described?,"['pants', 'shirt', 'skirt', 'jacket']",skirt
66ba32,burgundy corduroy skirt,What color is the skirt?,"['blue', 'burgundy', 'green', 'red']",burgundy
66ba32,burgundy corduroy skirt,What material is the skirt made of?,"['silk', 'denim', 'corduroy', 'wool']",corduroy
66ba32,burgundy corduroy skirt,Is the skirt blue?,"['no', 'yes']",no
4bb5b0,scattered gold and silver polygons,What shapes are depicted?,"['circles', 'polygons', 'squares', 'triangles']",polygons
4bb5b0,scattered gold and silver polygons,What is the arrangement of the polygons?,"['grid', 'stacked', 'scattered', 'uniform']",scattered
4bb5b0,scattered gold and silver polygons,What color is present besides gold?,"['blue', 'green', 'red', 'silver']",silver
4bb5b0,scattered gold and silver polygons,Are the polygons scattered?,"['no', 'yes']",yes
10df10,a dramatic cloudy sky,What is depicted in the image?,"['a beach', 'a forest', 'a sky', 'a mountain']",a sky
10df10,a dramatic cloudy sky,What word describes the sky?,"['clear', 'sunny', 'cloudy', 'stormy']",cloudy
10df10,a dramatic cloudy sky,How is the cloudy sky described?,"['peaceful', 'dramatic', 'calm', 'boring']",dramatic
10df10,a dramatic cloudy sky,Is the sky clear?,"['no', 'yes']",no
5130fb,navy blue knitted sweater,What item of clothing is described?,"['jacket', 'pants', 'shirt', 'sweater']",sweater
5130fb,navy blue knitted sweater,What color is the sweater?,"['black', 'blue', 'green', 'red']",blue
5130fb,navy blue knitted sweater,What material is the sweater made of?,"['cotton', 'knitted', 'silk', 'wool']",knitted
5130fb,navy blue knitted sweater,Is the sweater red?,"['no', 'yes']",no
c62b3c,a chaotic arrangement of colorful spirals,What shapes are depicted?,"['circles', 'squares', 'spirals', 'triangles']",spirals
c62b3c,a chaotic arrangement of colorful spirals,How are the spirals arranged?,"['uniform', 'grid', 'ordered', 'chaotic']",chaotic
c62b3c,a chaotic arrangement of colorful spirals,Are the spirals colorful?,"['no', 'yes']",yes
c62b3c,a chaotic arrangement of colorful spirals,Is the arrangement uniform?,"['no', 'yes']",no
c3614e,an arctic ice floe,What geographical feature is depicted?,"['desert', 'forest', 'ice floe', 'mountain']",ice floe
c3614e,an arctic ice floe,What region is suggested by the description?,"['arctic', 'desert', 'tropical', 'urban']",arctic
c3614e,an arctic ice floe,Is the image of a forest?,"['no', 'yes']",no
c3614e,an arctic ice floe,Is an ice floe depicted?,"['no', 'yes']",yes
9b7c94,olive green rain jacket,What item of clothing is described?,"['coat', 'jacket', 'pants', 'shirt']",jacket
9b7c94,olive green rain jacket,What color is the jacket?,"['blue', 'green', 'red', 'yellow']",green
9b7c94,olive green rain jacket,What type of jacket is it?,"['leather', 'denim', 'rain', 'bomber']",rain
9b7c94,olive green rain jacket,Is the jacket blue?,"['no', 'yes']",no
7ce88f,uniform grid of small black squares,What shapes are depicted?,"['circles', 'squares', 'triangles', 'rectangles']",squares
7ce88f,uniform grid of small black squares,What is the arrangement of the shapes?,"['scattered', 'random', 'grid', 'overlapping']",grid
