id,description,question,choices,answer
ce0bac,a blue bird sitting on a brown branch,What color is the branch?,"['green', 'brown', 'black', 'white']",brown
ce0bac,a blue bird sitting on a brown branch,Is the bird sitting on the branch?,"['no', 'yes']",yes
ce0bac,a blue bird sitting on a brown branch,Is the animal a cat?,"['no', 'yes']",no
a37c47,green leaves on a white background,What color are the leaves?,"['red', 'blue', 'green', 'yellow']",green
a37c47,green leaves on a white background,What color is the background?,"['black', 'white', 'gray', 'brown']",white
a37c47,green leaves on a white background,Are there leaves in the image?,"['no', 'yes']",yes
a37c47,green leaves on a white background,Are the leaves blue?,"['no', 'yes']",no
2051ca,a black cat with yellow eyes,What color is the cat?,"['white', 'black', 'orange', 'brown']",black
2051ca,a black cat with yellow eyes,What color are the cat's eyes?,"['blue', 'green', 'yellow', 'brown']",yellow
2051ca,a black cat with yellow eyes,Is there a cat in the image?,"['no', 'yes']",yes
2051ca,a black cat with yellow eyes,Does the cat have red eyes?,"['no', 'yes']",no
f83b35,a white flower with a yellow center,What color is the flower?,"['red', 'blue', 'white', 'pink']",white
f83b35,a white flower with a yellow center,What color is the center of the flower?,"['green', 'yellow', 'orange', 'red']",yellow
f83b35,a white flower with a yellow center,Is the flower center yellow?,"['no', 'yes']",yes
f83b35,a white flower with a yellow center,Is the flower red?,"['no', 'yes']",no
269634,brown squares arranged in a grid,What color are the squares?,"['red', 'blue', 'green', 'brown']",brown
269634,brown squares arranged in a grid,What shape are the objects?,"['circles', 'squares', 'triangles', 'rectangles']",squares
269634,brown squares arranged in a grid,Are the squares arranged in a grid?,"['no', 'yes']",yes
269634,brown squares arranged in a grid,Are the shapes circles?,"['no', 'yes']",no
e39628,a bright yellow sun with rays,What is the primary shape depicted?,"['circle', 'square', 'star', 'triangle']",circle
e39628,a bright yellow sun with rays,What color is the sun?,"['blue', 'green', 'red', 'yellow']",yellow
e39628,a bright yellow sun with rays,Does the sun have rays?,"['no', 'yes']",yes
e39628,a bright yellow sun with rays,Is the sun blue?,"['no', 'yes']",no
5544de,blue waves on a sandy beach,What is the main feature related to water?,"['lake', 'ocean', 'river', 'waves']",waves
5544de,blue waves on a sandy beach,What color are the waves?,"['blue', 'green', 'red', 'white']",blue
5544de,blue waves on a sandy beach,Is there a beach?,"['no', 'yes']",yes
5544de,blue waves on a sandy beach,Is the beach made of rocks?,"['no', 'yes']",no
954c6c,a red apple on a white background,What fruit is shown?,"['banana', 'grape', 'apple', 'orange']",apple
954c6c,a red apple on a white background,What color is the apple?,"['blue', 'green', 'red', 'yellow']",red
954c6c,a red apple on a white background,What color is the background?,"['black', 'blue', 'green', 'white']",white
954c6c,a red apple on a white background,Is there a blue apple?,"['no', 'yes']",no
acbc5e,green grass with small white flowers,What covers the ground?,"['dirt', 'grass', 'sand', 'water']",grass
acbc5e,green grass with small white flowers,What color are the flowers?,"['blue', 'red', 'white', 'yellow']",white
acbc5e,green grass with small white flowers,Are there any flowers?,"['no', 'yes']",yes
acbc5e,green grass with small white flowers,Is the grass blue?,"['no', 'yes']",no
d08d95,purple circles arranged in a grid,What shape is primarily featured?,"['circles', 'squares', 'stars', 'triangles']",circles
d08d95,purple circles arranged in a grid,What color are the circles?,"['blue', 'green', 'purple', 'red']",purple
d08d95,purple circles arranged in a grid,How are the shapes arranged?,"['chaotically', 'in a circle', 'in a grid', 'randomly']",in a grid
d08d95,purple circles arranged in a grid,Are the shapes yellow?,"['no', 'yes']",no
a07977,a brown wooden chair,What object is depicted?,"['bed', 'chair', 'desk', 'table']",chair
a07977,a brown wooden chair,What material is the chair made of?,"['metal', 'plastic', 'stone', 'wooden']",wooden
a07977,a brown wooden chair,What color is the chair?,"['black', 'blue', 'brown', 'white']",brown
a07977,a brown wooden chair,Is the chair red?,"['no', 'yes']",no
920c9c,a black cat silhouetted against an orange moon,What animal is shown?,"['bird', 'cat', 'dog', 'mouse']",cat
920c9c,a black cat silhouetted against an orange moon,What color is the moon?,"['blue', 'orange', 'white', 'yellow']",orange
920c9c,a black cat silhouetted against an orange moon,What color is the cat?,"['black', 'brown', 'gray', 'white']",black
920c9c,a black cat silhouetted against an orange moon,Is the cat silhouetted?,"['no', 'yes']",yes
045891,yellow triangles forming a border,What shape is used?,"['circles', 'squares', 'stars', 'triangles']",triangles
045891,yellow triangles forming a border,What color are the shapes?,"['blue', 'green', 'red', 'yellow']",yellow
045891,yellow triangles forming a border,How are the shapes arranged?,"['as a border', 'in a grid', 'in the center', 'randomly']",as a border
045891,yellow triangles forming a border,Are the triangles blue?,"['no', 'yes']",no
411bc3,a silver key on a red cushion,What object is the key on?,"['book', 'cushion', 'table', 'floor']",cushion
411bc3,a silver key on a red cushion,What material is the key?,"['gold', 'plastic', 'silver', 'wood']",silver
411bc3,a silver key on a red cushion,What color is the cushion?,"['blue', 'green', 'red', 'yellow']",red
411bc3,a silver key on a red cushion,Is there a blue key?,"['no', 'yes']",no
b8803a,a checkered flag with white and black squares,What object is depicted?,"['banner', 'blanket', 'flag', 'scarf']",flag
b8803a,a checkered flag with white and black squares,What pattern does the flag have?,"['striped', 'polka dot', 'checkered', 'floral']",checkered
b8803a,a checkered flag with white and black squares,What are the colors of the squares?,"['white', 'black', 'blue', 'red']","[""white"", ""black""]"
b8803a,a checkered flag with white and black squares,Are there any circles on the flag?,"['no', 'yes']",no
c4b530,a shiny silver robot with red eyes,What color are the robot's eyes?,"['blue', 'green', 'red', 'yellow']",red
c4b530,a shiny silver robot with red eyes,What is the main object in the image?,"['car', 'house', 'robot', 'tree']",robot
c4b530,a shiny silver robot with red eyes,Is the robot gold?,"['no', 'yes']",no
c4b530,a shiny silver robot with red eyes,Is the robot shiny?,"['no', 'yes']",yes
bda665,two overlapping golden circles,How many circles are in the image?,"['one', 'two', 'three', 'four']",two
bda665,two overlapping golden circles,What color are the circles?,"['blue', 'golden', 'green', 'silver']",golden
bda665,two overlapping golden circles,Do the circles overlap?,"['no', 'yes']",yes
bda665,two overlapping golden circles,Are the shapes squares?,"['no', 'yes']",no
ec34a1,a green spiral staircase,What shape is the staircase?,"['linear', 'spiral', 'straight', 'zig-zag']",spiral
ec34a1,a green spiral staircase,What color is the staircase?,"['blue', 'green', 'red', 'yellow']",green
ec34a1,a green spiral staircase,Is there a staircase in the image?,"['no', 'yes']",yes
ec34a1,a green spiral staircase,Is the staircase red?,"['no', 'yes']",no
e8fb03,a stack of blue books on a brown table,What items are stacked?,"['boxes', 'books', 'dishes', 'papers']",books
e8fb03,a stack of blue books on a brown table,What color are the books?,"['blue', 'green', 'red', 'yellow']",blue
e8fb03,a stack of blue books on a brown table,What color is the table?,"['black', 'blue', 'brown', 'white']",brown
e8fb03,a stack of blue books on a brown table,Are the books on the floor?,"['no', 'yes']",no
ab5ea6,three pink flowers in a white vase,How many flowers are there?,"['one', 'two', 'three', 'four']",three
ab5ea6,three pink flowers in a white vase,What color are the flowers?,"['blue', 'pink', 'red', 'white']",pink
ab5ea6,three pink flowers in a white vase,What color is the vase?,"['black', 'blue', 'green', 'white']",white
ab5ea6,three pink flowers in a white vase,Are the flowers in a pot?,"['no', 'yes']",no
bd9d4a,a field of yellow sunflowers under a bright sun,What type of flowers are in the field?,"['daisies', 'roses', 'sunflowers', 'tulips']",sunflowers
bd9d4a,a field of yellow sunflowers under a bright sun,What color are the sunflowers?,"['blue', 'green', 'red', 'yellow']",yellow
bd9d4a,a field of yellow sunflowers under a bright sun,What is visible in the sky?,"['clouds', 'moon', 'stars', 'sun']",sun
bd9d4a,a field of yellow sunflowers under a bright sun,Is the field covered in snow?,"['no', 'yes']",no
514ca1,a red brick wall with a green vine,What color is the wall?,"['blue', 'green', 'red', 'white']",red
514ca1,a red brick wall with a green vine,What material is the wall made of?,"['brick', 'stone', 'wood', 'plaster']",brick
514ca1,a red brick wall with a green vine,What is growing on the wall?,"['flowers', 'grass', 'moss', 'vine']",vine
514ca1,a red brick wall with a green vine,Is the vine blue?,"['no', 'yes']",no
04d846,a single black umbrella,What object is depicted?,"['hat', 'coat', 'umbrella', 'shoe']",umbrella
04d846,a single black umbrella,What color is the umbrella?,"['blue', 'black', 'red', 'white']",black
04d846,a single black umbrella,Are there two umbrellas?,"['no', 'yes']",no
04d846,a single black umbrella,Is the umbrella green?,"['no', 'yes']",no
d3a066,a brown wooden chair,What object is shown?,"['bed', 'chair', 'table', 'sofa']",chair
d3a066,a brown wooden chair,What material is the chair made of?,"['metal', 'plastic', 'wood', 'fabric']",wood
d3a066,a brown wooden chair,What color is the chair?,"['black', 'brown', 'white', 'yellow']",brown
d3a066,a brown wooden chair,Is the chair blue?,"['no', 'yes']",no
72aead,an orange cat sitting on a blue rug,What animal is in the image?,"['dog', 'cat', 'bird', 'fish']",cat
72aead,an orange cat sitting on a blue rug,What color is the cat?,"['black', 'orange', 'white', 'yellow']",orange
72aead,an orange cat sitting on a blue rug,What object is the cat sitting on?,"['chair', 'bed', 'rug', 'table']",rug
72aead,an orange cat sitting on a blue rug,What color is the rug?,"['black', 'blue', 'green', 'red']",blue
b93dc2,a silver cube on a golden sphere,What object is on the golden sphere?,"['cone', 'cube', 'cylinder', 'pyramid']",cube
b93dc2,a silver cube on a golden sphere,What color is the sphere?,"['gold', 'silver', 'bronze', 'white']",gold
b93dc2,a silver cube on a golden sphere,Is there a cube in the image?,"['no', 'yes']",yes
b93dc2,a silver cube on a golden sphere,Is the sphere green?,"['no', 'yes']",no
d717f9,red and blue overlapping circles,What shapes are depicted?,"['circles', 'squares', 'triangles', 'stars']",circles
d717f9,red and blue overlapping circles,What color is one of the circles?,"['green', 'red', 'yellow', 'purple']",red
d717f9,red and blue overlapping circles,Are the circles overlapping?,"['no', 'yes']",yes
d717f9,red and blue overlapping circles,Is there a square in the image?,"['no', 'yes']",no
66099e,a green tree with brown roots,What color are the roots?,"['black', 'blue', 'brown', 'green']",brown
66099e,a green tree with brown roots,What is the main object depicted?,"['bush', 'flower', 'grass', 'tree']",tree
66099e,a green tree with brown roots,Is the tree yellow?,"['no', 'yes']",no
66099e,a green tree with brown roots,Does the tree have roots?,"['no', 'yes']",yes
c7cb1d,an orange crescent moon in a dark blue sky,What color is the moon?,"['orange', 'silver', 'white', 'yellow']",orange
c7cb1d,an orange crescent moon in a dark blue sky,What shape is the moon?,"['circle', 'crescent', 'star', 'triangle']",crescent
c7cb1d,an orange crescent moon in a dark blue sky,What color is the sky?,"['light blue', 'dark blue', 'grey', 'black']",dark blue
c7cb1d,an orange crescent moon in a dark blue sky,Is the moon square-shaped?,"['no', 'yes']",no
61425b,three black lines arranged in a triangle,How many lines are there?,"['two', 'three', 'four', 'five']",three
61425b,three black lines arranged in a triangle,What color are the lines?,"['blue', 'black', 'red', 'white']",black
61425b,three black lines arranged in a triangle,Are the lines straight?,"['no', 'yes']",yes
61425b,three black lines arranged in a triangle,What shape do the lines form?,"['circle', 'square', 'triangle', 'pentagon']",triangle
c211e7,a yellow star on a purple background,What shape is the yellow object?,"['circle', 'square', 'star', 'triangle']",star
c211e7,a yellow star on a purple background,What color is the background?,"['blue', 'green', 'purple', 'red']",purple
c211e7,a yellow star on a purple background,Is there a star in the image?,"['no', 'yes']",yes
c211e7,a yellow star on a purple background,Is the star blue?,"['no', 'yes']",no
4f40a7,a simple red house with a grey roof,What color is the house?,"['blue', 'green', 'red', 'yellow']",red
4f40a7,a simple red house with a grey roof,What object is depicted?,"['car', 'house', 'tree', 'boat']",house
4f40a7,a simple red house with a grey roof,What color is the roof?,"['black', 'grey', 'brown', 'white']",grey
4f40a7,a simple red house with a grey roof,Does the house have a blue roof?,"['no', 'yes']",no
6827cc,concentric blue and green squares,What shapes are depicted?,"['circles', 'squares', 'triangles', 'rectangles']",squares
6827cc,concentric blue and green squares,What are the colors of the squares?,"['red and yellow', 'blue and green', 'black and white', 'purple and orange']",blue and green
6827cc,concentric blue and green squares,Are the squares concentric?,"['no', 'yes']",yes
6827cc,concentric blue and green squares,Are there any circles in the image?,"['no', 'yes']",no
e449b0,a winding brown river through a green field,What color is the river?,"['blue', 'brown', 'grey', 'white']",brown
e449b0,a winding brown river through a green field,What color is the field?,"['brown', 'yellow', 'green', 'blue']",green
e449b0,a winding brown river through a green field,What geographical feature is depicted?,"['mountain', 'ocean', 'river', 'lake']",river
e449b0,a winding brown river through a green field,Is the river straight?,"['no', 'yes']",no
3c4bc3,a white cloud in a light blue sky,What color is the cloud?,"['grey', 'white', 'blue', 'black']",white
3c4bc3,a white cloud in a light blue sky,What color is the sky?,"['dark blue', 'light blue', 'grey', 'black']",light blue
3c4bc3,a white cloud in a light blue sky,Is there a cloud in the image?,"['no', 'yes']",yes
3c4bc3,a white cloud in a light blue sky,Are there multiple clouds?,"['no', 'yes']",no
10428b,a bright yellow sun in a blue sky,What color is the sun?,"['orange', 'red', 'white', 'yellow']",yellow
10428b,a bright yellow sun in a blue sky,What color is the sky?,"['blue', 'green', 'grey', 'purple']",blue
10428b,a bright yellow sun in a blue sky,Is there a sun in the image?,"['no', 'yes']",yes
10428b,a bright yellow sun in a blue sky,Is the sky red?,"['no', 'yes']",no
bad14c,a simple green triangle on a white background,What shape is the green object?,"['circle', 'square', 'triangle', 'rectangle']",triangle
bad14c,a simple green triangle on a white background,What color is the background?,"['black', 'blue', 'green', 'white']",white
bad14c,a simple green triangle on a white background,Is the triangle blue?,"['no', 'yes']",no
bad14c,a simple green triangle on a white background,What color is the triangle?,"['blue', 'green', 'red', 'yellow']",green
018bbe,three red circles in a row,How many circles are there?,"['two', 'three', 'four', 'five']",three
018bbe,three red circles in a row,What color are the circles?,"['blue', 'green', 'red', 'yellow']",red
018bbe,three red circles in a row,Are the circles squares?,"['no', 'yes']",no
018bbe,three red circles in a row,What shape are the objects?,"['circles', 'squares', 'triangles', 'lines']",circles
1871fe,a winding black line,What color is the line?,"['blue', 'black', 'red', 'white']",black
1871fe,a winding black line,Is the line straight?,"['no', 'yes']",no
1871fe,a winding black line,What kind of object is depicted?,"['circle', 'line', 'square', 'triangle']",line
1871fe,a winding black line,Is the line red?,"['no', 'yes']",no
38cc05,a large purple square,What color is the square?,"['blue', 'green', 'purple', 'red']",purple
38cc05,a large purple square,What shape is depicted?,"['circle', 'square', 'triangle', 'rectangle']",square
38cc05,a large purple square,Is the square small?,"['no', 'yes']",no
38cc05,a large purple square,Is there a circle in the image?,"['no', 'yes']",no
f60858,a small blue star,What shape is the blue object?,"['circle', 'square', 'star', 'triangle']",star
f60858,a small blue star,What color is the star?,"['blue', 'green', 'red', 'yellow']",blue
f60858,a small blue star,Is the star large?,"['no', 'yes']",no
f60858,a small blue star,Is the star red?,"['no', 'yes']",no
202e67,a pink flower with five petals,What color is the flower?,"['blue', 'green', 'pink', 'red']",pink
202e67,a pink flower with five petals,How many petals does the flower have?,"['three', 'four', 'five', 'six']",five
202e67,a pink flower with five petals,Is the flower blue?,"['no', 'yes']",no
202e67,a pink flower with five petals,Is there a flower in the image?,"['no', 'yes']",yes
95a8fe,a brown tree with green leaves,What color are the leaves?,"['brown', 'blue', 'green', 'yellow']",green
95a8fe,a brown tree with green leaves,What color is the tree trunk?,"['black', 'brown', 'grey', 'white']",brown
95a8fe,a brown tree with green leaves,Is there a tree in the image?,"['no', 'yes']",yes
95a8fe,a brown tree with green leaves,Are the leaves brown?,"['no', 'yes']",no
65f115,an orange oval,What shape is the orange object?,"['circle', 'oval', 'square', 'triangle']",oval
65f115,an orange oval,What color is the oval?,"['blue', 'green', 'orange', 'red']",orange
65f115,an orange oval,Is the shape a rectangle?,"['no', 'yes']",no
65f115,an orange oval,Is there an oval in the image?,"['no', 'yes']",yes
135dcf,two grey rectangles side by side,How many rectangles are there?,"['one', 'two', 'three', 'four']",two
135dcf,two grey rectangles side by side,What color are the rectangles?,"['black', 'blue', 'grey', 'white']",grey
135dcf,two grey rectangles side by side,Are the rectangles circles?,"['no', 'yes']",no
135dcf,two grey rectangles side by side,Are the rectangles on top of each other?,"['no', 'yes']",no
e44e8f,A bright yellow sphere with red polka dots,What shape is the main object?,"['cube', 'sphere', 'tetrahedron', 'torus']",sphere
e44e8f,A bright yellow sphere with red polka dots,What color are the polka dots?,"['blue', 'green', 'red', 'yellow']",red
e44e8f,A bright yellow sphere with red polka dots,Is the sphere blue?,"['no', 'yes']",no
e44e8f,A bright yellow sphere with red polka dots,Does the sphere have polka dots?,"['no', 'yes']",yes
fb5ee1,A deep blue ocean under a starry night sky,What body of water is shown?,"['lake', 'ocean', 'river', 'swimming pool']",ocean
fb5ee1,A deep blue ocean under a starry night sky,What color of the ocean?,"['green', 'light blue', 'deep blue', 'red']",deep blue
fb5ee1,A deep blue ocean under a starry night sky,Is the sky sunny?,"['no', 'yes']",no
fb5ee1,A deep blue ocean under a starry night sky,Are there stars visible?,"['no', 'yes']",yes
e0a1fb,Three interlocking green rings,How many rings are there?,"['two', 'three', 'four', 'five']",three
e0a1fb,Three interlocking green rings,What color are the rings?,"['blue', 'green', 'red', 'yellow']",green
e0a1fb,Three interlocking green rings,Are the rings separate?,"['no', 'yes']",no
e0a1fb,Three interlocking green rings,What shape are the objects?,"['circles', 'squares', 'triangles', 'rings']",rings
2b9845,A silver spaceship flying through a purple nebula,What color is the spaceship?,"['black', 'gold', 'silver', 'white']",silver
2b9845,A silver spaceship flying through a purple nebula,Where is the spaceship flying?,"['atmosphere', 'desert', 'forest', 'nebula']",nebula
2b9845,A silver spaceship flying through a purple nebula,Is the nebula green?,"['no', 'yes']",no
2b9845,A silver spaceship flying through a purple nebula,Is there a spaceship in the image?,"['no', 'yes']",yes
4ce65b,A vibrant orange sunrise over a calm lake,What time of day is depicted?,"['midnight', 'noon', 'sunset', 'sunrise']",sunrise
4ce65b,A vibrant orange sunrise over a calm lake,What body of water is featured?,"['lake', 'ocean', 'river', 'sea']",lake
4ce65b,A vibrant orange sunrise over a calm lake,Is the sunrise purple?,"['no', 'yes']",no
4ce65b,A vibrant orange sunrise over a calm lake,Is the lake turbulent?,"['calm', 'frozen', 'rough', 'turbulent']",calm
c352a9,A stack of brown wooden blocks,What are the objects made of?,"['metal', 'plastic', 'stone', 'wood']",wood
c352a9,A stack of brown wooden blocks,What color are the blocks?,"['black', 'blue', 'brown', 'white']",brown
c352a9,A stack of brown wooden blocks,Are the blocks stacked?,"['no', 'yes']",yes
c352a9,A stack of brown wooden blocks,What shape are the objects?,"['blocks', 'cylinders', 'spheres', 'triangles']",blocks
952a6e,A single red rose with green leaves,What object is shown?,"['daisy', 'lily', 'rose', 'tulip']",rose
952a6e,A single red rose with green leaves,What color are the leaves?,"['brown', 'green', 'red', 'yellow']",green
952a6e,A single red rose with green leaves,Is the rose blue?,"['no', 'yes']",no
952a6e,A single red rose with green leaves,Does the rose have leaves?,"['no', 'yes']",yes
deb4b1,"A group of abstract shapes in primary colors (red, blue, yellow)",Are the shapes realistic?,"['no', 'yes']",no
deb4b1,"A group of abstract shapes in primary colors (red, blue, yellow)",Are primary colors present?,"['no', 'yes']",yes
deb4b1,"A group of abstract shapes in primary colors (red, blue, yellow)",Is green a primary color shown?,"['no', 'yes']",no
deb4b1,"A group of abstract shapes in primary colors (red, blue, yellow)",What type of shapes are depicted?,"['abstract', 'geometric', 'natural', 'realistic']",abstract
f842a9,A winding path through a dark forest,What geographical feature is depicted?,"['desert', 'forest', 'mountain', 'ocean']",forest
f842a9,A winding path through a dark forest,What is the path doing?,"['ending', 'straightening', 'winding', 'widening']",winding
f842a9,A winding path through a dark forest,Is the forest light?,"['dark', 'light', 'medium', 'bright']",dark
f842a9,A winding path through a dark forest,Is there a path shown?,"['no', 'yes']",yes
f8e91e,A checkerboard pattern with black and white squares,What is the pattern?,"['striped', 'polka dot', 'checkerboard', 'floral']",checkerboard
f8e91e,A checkerboard pattern with black and white squares,What colors are in the pattern?,"['black and red', 'black and white', 'red and white', 'blue and yellow']",black and white
f8e91e,A checkerboard pattern with black and white squares,Are the squares triangular?,"['no', 'yes']",no
f8e91e,A checkerboard pattern with black and white squares,Is the pattern solid?,"['no', 'yes']",no
3d2e8d,A bright yellow sun setting over a calm blue ocean,What color is the sun?,"['blue', 'green', 'red', 'yellow']",yellow
3d2e8d,A bright yellow sun setting over a calm blue ocean,What body of water is depicted?,"['lake', 'ocean', 'river', 'pond']",ocean
3d2e8d,A bright yellow sun setting over a calm blue ocean,What time of day is shown?,"['dawn', 'midday', 'night', 'sunset']",sunset
3d2e8d,A bright yellow sun setting over a calm blue ocean,Is the sun green?,"['no', 'yes']",no
7f7a8f,Three red circles arranged in a vertical line,How many circles are there?,"['one', 'two', 'three', 'four']",three
7f7a8f,Three red circles arranged in a vertical line,What color are the circles?,"['blue', 'green', 'red', 'yellow']",red
7f7a8f,Three red circles arranged in a vertical line,How are the circles arranged?,"['diagonal', 'horizontal', 'randomly', 'vertical line']",vertical line
7f7a8f,Three red circles arranged in a vertical line,Are the shapes squares?,"['no', 'yes']",no
90ee18,A brown wooden table with a single green apple on it,What is on the table?,"['apple', 'banana', 'orange', 'pear']",apple
90ee18,A brown wooden table with a single green apple on it,What color is the apple?,"['blue', 'green', 'red', 'yellow']",green
90ee18,A brown wooden table with a single green apple on it,What material is the table made of?,"['glass', 'metal', 'plastic', 'wood']",wood
90ee18,A brown wooden table with a single green apple on it,Are there multiple fruits on the table?,"['no', 'yes']",no
9c150a,A collection of blue stars scattered across a black background,What shape are the blue objects?,"['circles', 'squares', 'stars', 'triangles']",stars
9c150a,A collection of blue stars scattered across a black background,What color is the stars?,"['blue', 'green', 'red', 'yellow']",blue
9c150a,A collection of blue stars scattered across a black background,What color is the background?,"['blue', 'black', 'white', 'yellow']",black
9c150a,A collection of blue stars scattered across a black background,Are the stars arranged in a pattern?,"['no', 'yes']",no
a79ace,A tall purple building with many windows,What is depicted in the image?,"['car', 'tree', 'building', 'person']",building
a79ace,A tall purple building with many windows,What color is the building?,"['blue', 'green', 'purple', 'red']",purple
a79ace,A tall purple building with many windows,Does the building have windows?,"['no', 'yes']",yes
a79ace,A tall purple building with many windows,Is the building short?,"['no', 'yes']",no
649a2a,An orange bicycle parked next to a green tree,What vehicle is shown?,"['car', 'bicycle', 'motorcycle', 'truck']",bicycle
649a2a,An orange bicycle parked next to a green tree,What color is the bicycle?,"['blue', 'green', 'orange', 'red']",orange
649a2a,An orange bicycle parked next to a green tree,What is the color of the tree?,"['blue', 'brown', 'green', 'yellow']",green
649a2a,An orange bicycle parked next to a green tree,Is the bicycle pink?,"['no', 'yes']",no
4f04ad,"A stack of three books: red, blue, and green from top to bottom",How many books are stacked?,"['one', 'two', 'three', 'four']",three
4f04ad,"A stack of three books: red, blue, and green from top to bottom",What color is the top book?,"['blue', 'green', 'red', 'yellow']",red
4f04ad,"A stack of three books: red, blue, and green from top to bottom",What color is the bottom book?,"['blue', 'green', 'red', 'yellow']",green
4f04ad,"A stack of three books: red, blue, and green from top to bottom",Are the books in a line?,"['no', 'yes']",no
f81b10,A white cloud against a clear blue sky,What color is the sky?,"['black', 'blue', 'gray', 'white']",blue
f81b10,A white cloud against a clear blue sky,What is depicted in the image?,"['cloud', 'mountain', 'ocean', 'tree']",cloud
f81b10,A white cloud against a clear blue sky,Is the sky cloudy?,"['no', 'yes']",no
f81b10,A white cloud against a clear blue sky,Is the cloud green?,"['no', 'yes']",no
9b9ee9,A silver car driving on a gray road,What color is the car?,"['black', 'blue', 'red', 'silver']",silver
9b9ee9,A silver car driving on a gray road,What color is the road?,"['black', 'gray', 'white', 'yellow']",gray
9b9ee9,A silver car driving on a gray road,Is the car parked?,"['no', 'yes']",no
9b9ee9,A silver car driving on a gray road,What is the vehicle in the image?,"['bicycle', 'bus', 'car', 'truck']",car
7d9b23,"Four colorful balloons: red, green, blue, and yellow",How many balloons are there?,"['two', 'three', 'four', 'five']",four
7d9b23,"Four colorful balloons: red, green, blue, and yellow",What color are the balloons?,"[""['black', 'white']"", ""['red', 'green', 'blue', 'yellow']"", ""['orange', 'purple']"", ""['pink', 'brown']""]","['red', 'green', 'blue', 'yellow']"
7d9b23,"Four colorful balloons: red, green, blue, and yellow",Is there a red balloon?,"['no', 'yes']",yes
7d9b23,"Four colorful balloons: red, green, blue, and yellow",Are there five balloons?,"['no', 'yes']",no
778379,a golden sphere in a blue box,What shape is the golden object?,"['cube', 'cylinder', 'sphere', 'pyramid']",sphere
778379,a golden sphere in a blue box,What color is the sphere?,"['blue', 'golden', 'red', 'silver']",golden
778379,a golden sphere in a blue box,Is there a box in the image?,"['no', 'yes']",yes
778379,a golden sphere in a blue box,What color is the box?,"['blue', 'green', 'orange', 'yellow']",blue
2ea6b9,a silver key on a red cushion,What item is on the cushion?,"['book', 'key', 'phone', 'watch']",key
2ea6b9,a silver key on a red cushion,What color is the key?,"['bronze', 'copper', 'golden', 'silver']",silver
2ea6b9,a silver key on a red cushion,What color is the cushion?,"['blue', 'green', 'red', 'yellow']",red
2ea6b9,a silver key on a red cushion,Is the key made of gold?,"['no', 'yes']",no
6e4129,green leaves on a brown branch,What color are the leaves?,"['blue', 'brown', 'green', 'red']",green
6e4129,green leaves on a brown branch,What are on the brown branch?,"['flowers', 'leaves', 'fruits', 'snowflakes']",leaves
6e4129,green leaves on a brown branch,Is the branch blue?,"['no', 'yes']",no
6e4129,green leaves on a brown branch,What color is the branch?,"['black', 'brown', 'green', 'white']",brown
5da612,a white cat sitting on a windowsill,What animal is depicted?,"['dog', 'cat', 'bird', 'mouse']",cat
5da612,a white cat sitting on a windowsill,What color is the cat?,"['black', 'brown', 'white', 'gray']",white
5da612,a white cat sitting on a windowsill,Is the cat sitting on a table?,"['no', 'yes']",no
5da612,a white cat sitting on a windowsill,Where is the cat sitting?,"['floor', 'chair', 'bed', 'windowsill']",windowsill
cce290,blue waves on a sandy beach,What color are the waves?,"['blue', 'green', 'red', 'white']",blue
cce290,blue waves on a sandy beach,What is next to the blue waves?,"['forest', 'mountain', 'city', 'sandy beach']",sandy beach
cce290,blue waves on a sandy beach,Is there a beach in the image?,"['no', 'yes']",yes
cce290,blue waves on a sandy beach,Are the waves red?,"['no', 'yes']",no
6a5b52,red and yellow stripes,What shapes are present?,"['circles', 'squares', 'stripes', 'dots']",stripes
6a5b52,red and yellow stripes,What is one color of the stripes?,"['blue', 'green', 'red', 'purple']",red
6a5b52,red and yellow stripes,What are the two colors of the stripes?,"['black and white', 'blue and green', 'red and yellow', 'purple and orange']",red and yellow
6a5b52,red and yellow stripes,Are there any blue stripes?,"['no', 'yes']",no
0b97f3,a pink flower with a green stem,What object is shown?,"['leaf', 'flower', 'tree', 'bush']",flower
0b97f3,a pink flower with a green stem,What color is the flower?,"['blue', 'green', 'pink', 'red']",pink
0b97f3,a pink flower with a green stem,What color is the stem?,"['blue', 'green', 'brown', 'white']",green
0b97f3,a pink flower with a green stem,Does the flower have a blue stem?,"['no', 'yes']",no
0e1408,black shoes with white laces,What item of clothing is shown?,"['hat', 'shirt', 'shoes', 'socks']",shoes
0e1408,black shoes with white laces,What color are the shoes?,"['black', 'brown', 'white', 'red']",black
0e1408,black shoes with white laces,What color are the laces?,"['black', 'blue', 'white', 'yellow']",white
0e1408,black shoes with white laces,Do the shoes have black laces?,"['no', 'yes']",no
5d91e0,an orange sun in a clear sky,What celestial body is shown?,"['moon', 'star', 'sun', 'planet']",sun
5d91e0,an orange sun in a clear sky,What color is the sun?,"['blue', 'green', 'orange', 'white']",orange
5d91e0,an orange sun in a clear sky,What word describes the sky?,"['cloudy', 'clear', 'stormy', 'foggy']",clear
5d91e0,an orange sun in a clear sky,Is the sun blue?,"['no', 'yes']",no
2e9c3a,a purple mountain,What geographical feature is depicted?,"['desert', 'forest', 'mountain', 'ocean']",mountain
2e9c3a,a purple mountain,What color is the mountain?,"['blue', 'green', 'purple', 'white']",purple
2e9c3a,a purple mountain,Is the mountain purple?,"['no', 'yes']",yes
